seed,size,p,map_type,sg_id,algo,success,edges,suboptimality,runtime_ms,expanded,generated,peak_frontier,peak_closed,peak_rss_mb,free,start_y,start_x,end_y,end_x,is_corner
616151,61x61,0.05,sparse0.05,0,DFS,1,390,2.0526315789473686,1.7457,1209.0,1322.0,144.0,1209.0,0.0,1883,1,1,59,59,1
616151,61x61,0.05,sparse0.05,0,JPS,0,0,,2.5813,368.0,,,368.0,0.0,1883,1,1,59,59,1
616151,61x61,0.05,sparse0.05,1,A*,1,88,1.0,0.8481,556.0,574.0,23.0,556.0,0.0,1883,5,52,56,49,0
616151,61x61,0.05,sparse0.05,1,Dijkstra,1,88,1.0,1.8364,1368.0,1397.0,30.0,1368.0,0.0,1883,5,52,56,49,0
616151,61x61,0.05,sparse0.05,1,DFS,1,152,1.7272727272727273,2.3864,1674.0,1722.0,128.0,1674.0,0.0,1883,5,52,56,49,0
616151,61x61,0.05,sparse0.05,1,JPS,0,0,,2.2475,320.0,,,320.0,0.0,1883,5,52,56,49,0
616151,61x61,0.05,sparse0.05,2,A*,1,14,1.0,0.0527,23.0,28.0,6.0,23.0,0.0,1883,43,57,51,55,0
616151,61x61,0.05,sparse0.05,2,Dijkstra,1,14,1.0,0.0967,60.0,65.0,8.0,60.0,0.0,1883,43,57,51,55,0
616151,61x61,0.05,sparse0.05,2,DFS,1,14,1.0,0.0348,19.0,24.0,7.0,19.0,0.0,1883,43,57,51,55,0
616151,61x61,0.05,sparse0.05,2,JPS,0,0,,0.1002,9.0,,,9.0,0.0,1883,43,57,51,55,0
616152,61x61,0.05,sparse0.05,0,A*,1,176,1.0,0.9049,600.0,622.0,24.0,600.0,0.0,1874,1,1,59,59,1
616152,61x61,0.05,sparse0.05,0,Dijkstra,1,176,1.0,1.5694,1203.0,1213.0,25.0,1203.0,0.0,1874,1,1,59,59,1
616152,61x61,0.05,sparse0.05,0,DFS,1,304,1.7272727272727273,0.8698,670.0,774.0,106.0,670.0,0.0,1874,1,1,59,59,1
616152,61x61,0.05,sparse0.05,0,JPS,0,0,,2.2342,340.0,,,340.0,0.0,1874,1,1,59,59,1
616152,61x61,0.05,sparse0.05,1,A*,1,119,1.0,1.6072,1028.0,1046.0,34.0,1028.0,0.0,1874,20,27,57,13,0
616152,61x61,0.05,sparse0.05,1,Dijkstra,1,119,1.0,1.8205,1372.0,1384.0,26.0,1372.0,0.0,1874,20,27,57,13,0
616152,61x61,0.05,sparse0.05,1,DFS,1,177,1.4873949579831933,0.3253,231.0,296.0,67.0,231.0,0.0,1874,20,27,57,13,0
616152,61x61,0.05,sparse0.05,1,JPS,0,0,,1.6103,265.0,,,265.0,0.0,1874,20,27,57,13,0
616152,61x61,0.05,sparse0.05,2,A*,1,153,1.0,2.0125,1164.0,1186.0,50.0,1164.0,0.0,1874,55,17,4,27,0
616152,61x61,0.05,sparse0.05,2,Dijkstra,1,153,1.0,1.9538,1482.0,1486.0,35.0,1482.0,0.0,1874,55,17,4,27,0
616152,61x61,0.05,sparse0.05,2,DFS,1,357,2.3333333333333335,1.8066,1235.0,1343.0,162.0,1235.0,0.0,1874,55,17,4,27,0
616152,61x61,0.05,sparse0.05,2,JPS,0,0,,4.8451,505.0,,,505.0,0.0,1874,55,17,4,27,0
616200,61x61,0.1,sparse0.10,0,A*,1,138,1.0,3.0068,1155.0,1222.0,72.0,1155.0,0.0,1964,1,1,59,59,1
616200,61x61,0.1,sparse0.10,0,Dijkstra,1,138,1.0,2.6528,1917.0,1923.0,29.0,1917.0,0.0,1964,1,1,59,59,1
616200,61x61,0.1,sparse0.10,0,DFS,1,304,2.2028985507246377,0.5829,430.0,549.0,120.0,430.0,0.0,1964,1,1,59,59,1
616200,61x61,0.1,sparse0.10,0,JPS,0,0,,2.1665,376.0,,,376.0,0.0,1964,1,1,59,59,1
616200,61x61,0.1,sparse0.10,1,A*,1,63,1.0,0.7183,443.0,453.0,23.0,443.0,0.0,1964,52,20,31,8,0
616200,61x61,0.1,sparse0.10,1,Dijkstra,1,63,1.0,1.2462,904.0,928.0,25.0,904.0,0.0,1964,52,20,31,8,0
616200,61x61,0.1,sparse0.10,1,DFS,1,205,3.253968253968254,0.4341,345.0,399.0,55.0,345.0,0.0,1964,52,20,31,8,0
616200,61x61,0.1,sparse0.10,1,JPS,0,0,,2.4091,426.0,,,426.0,0.0,1964,52,20,31,8,0
616200,61x61,0.1,sparse0.10,2,A*,1,45,1.0,0.2231,123.0,140.0,19.0,123.0,0.0,1964,49,27,49,2,0
616200,61x61,0.1,sparse0.10,2,Dijkstra,1,45,1.0,0.4934,352.0,363.0,22.0,352.0,0.0,1964,49,27,49,2,0
616200,61x61,0.1,sparse0.10,2,DFS,1,45,1.0,0.1055,64.0,79.0,18.0,64.0,0.0,1964,49,27,49,2,0
616200,61x61,0.1,sparse0.10,2,JPS,0,0,,1.0697,173.0,,,173.0,0.0,1964,49,27,49,2,0
616201,61x61,0.1,sparse0.10,0,A*,1,132,1.0,1.9624,1188.0,1232.0,63.0,1188.0,0.0,1954,1,1,59,59,1
616201,61x61,0.1,sparse0.10,0,Dijkstra,1,132,1.0,2.6831,1942.0,1947.0,36.0,1942.0,0.0,1954,1,1,59,59,1
616201,61x61,0.1,sparse0.10,0,DFS,1,222,1.6818181818181819,1.0984,862.0,961.0,130.0,862.0,0.0,1954,1,1,59,59,1
616201,61x61,0.1,sparse0.10,0,JPS,0,0,,1.9498,337.0,,,337.0,0.0,1954,1,1,59,59,1
616201,61x61,0.1,sparse0.10,1,A*,1,40,1.0,0.185,111.0,122.0,12.0,111.0,0.0,1954,19,43,5,41,0
616201,61x61,0.1,sparse0.10,1,Dijkstra,1,40,1.0,0.6435,425.0,455.0,38.0,425.0,0.0,1954,19,43,5,41,0
616201,61x61,0.1,sparse0.10,1,DFS,1,172,4.3,2.4462,1801.0,1873.0,181.0,1801.0,0.0,1954,19,43,5,41,0
616201,61x61,0.1,sparse0.10,1,JPS,0,0,,0.3522,43.0,,,43.0,0.0,1954,19,43,5,41,0
616201,61x61,0.1,sparse0.10,2,A*,1,50,1.0,0.5355,339.0,366.0,35.0,339.0,0.0,1954,42,31,14,25,0
616201,61x61,0.1,sparse0.10,2,Dijkstra,1,50,1.0,1.9774,1279.0,1328.0,50.0,1279.0,0.0,1954,42,31,14,25,0
