seed,size,p,map_type,sg_id,algo,success,edges,suboptimality,runtime_ms,expanded,generated,peak_frontier,peak_closed,peak_rss_mb,free,start_y,start_x,end_y,end_x,is_corner
313151,31x31,0.05,sparse0.05,2,A*,1,25,1.0,0.2599,83.0,103.0,21.0,83.0,0.0,468,23,17,11,14,0
313151,31x31,0.05,sparse0.05,2,Dijkstra,1,25,1.0,0.373,193.0,209.0,19.0,193.0,0.0,468,23,17,11,14,0
313151,31x31,0.05,sparse0.05,2,DFS,1,29,1.16,0.065,52.0,64.0,13.0,52.0,0.0,468,23,17,11,14,0
313151,31x31,0.05,sparse0.05,2,JPS,0,0,,0.2236,24.0,,,24.0,0.0,468,23,17,11,14,0
313152,31x31,0.05,sparse0.05,0,A*,1,68,1.0,0.2216,142.0,152.0,11.0,142.0,0.0,460,1,1,29,29,1
313152,31x31,0.05,sparse0.05,0,Dijkstra,1,68,1.0,0.3215,239.0,246.0,10.0,239.0,0.0,460,1,1,29,29,1
313152,31x31,0.05,sparse0.05,0,DFS,1,76,1.1176470588235294,0.251,224.0,248.0,33.0,224.0,0.0,460,1,1,29,29,1
313152,31x31,0.05,sparse0.05,0,JPS,0,0,,0.3893,32.0,,,32.0,0.0,460,1,1,29,29,1
313152,31x31,0.05,sparse0.05,1,A*,1,46,1.0,0.2236,139.0,157.0,19.0,139.0,0.0,460,26,5,8,25,0
313152,31x31,0.05,sparse0.05,1,Dijkstra,1,46,1.0,0.3218,252.0,257.0,10.0,252.0,0.0,460,26,5,8,25,0
313152,31x31,0.05,sparse0.05,1,DFS,1,60,1.3043478260869565,0.4134,360.0,372.0,31.0,360.0,0.004096,460,26,5,8,25,0
313152,31x31,0.05,sparse0.05,1,JPS,0,0,,0.4806,59.0,,,59.0,0.0,460,26,5,8,25,0
313152,31x31,0.05,sparse0.05,2,A*,1,70,1.0,0.4909,330.0,334.0,12.0,330.0,0.0,460,20,13,25,10,0
313152,31x31,0.05,sparse0.05,2,Dijkstra,1,70,1.0,0.5781,458.0,459.0,13.0,458.0,0.008192,460,20,13,25,10,0
313152,31x31,0.05,sparse0.05,2,DFS,1,70,1.0,0.1204,110.0,128.0,20.0,110.0,0.0,460,20,13,25,10,0
313152,31x31,0.05,sparse0.05,2,JPS,0,0,,0.6802,87.0,,,87.0,0.0,460,20,13,25,10,0
313200,31x31,0.1,sparse0.10,0,A*,1,76,1.0,0.3738,248.0,268.0,21.0,248.0,0.0,484,1,1,29,29,1
313200,31x31,0.1,sparse0.10,0,Dijkstra,1,76,1.0,0.5931,459.0,465.0,17.0,459.0,0.0,484,1,1,29,29,1
313200,31x31,0.1,sparse0.10,0,DFS,1,124,1.631578947368421,0.1777,149.0,193.0,45.0,149.0,0.0,484,1,1,29,29,1
313200,31x31,0.1,sparse0.10,0,JPS,0,0,,0.5645,79.0,,,79.0,0.0,484,1,1,29,29,1
313200,31x31,0.1,sparse0.10,1,A*,1,54,1.0,0.2516,168.0,177.0,14.0,168.0,0.0,484,3,9,5,21,0
313200,31x31,0.1,sparse0.10,1,Dijkstra,1,54,1.0,0.4596,356.0,367.0,17.0,356.0,0.0,484,3,9,5,21,0
313200,31x31,0.1,sparse0.10,1,DFS,1,202,3.740740740740741,0.3594,305.0,366.0,65.0,305.0,0.0,484,3,9,5,21,0
313200,31x31,0.1,sparse0.10,1,JPS,0,0,,1.1262,179.0,,,179.0,0.0,484,3,9,5,21,0
313200,31x31,0.1,sparse0.10,2,A*,1,49,1.0,0.2298,151.0,170.0,20.0,151.0,0.0,484,29,18,21,17,0
313200,31x31,0.1,sparse0.10,2,Dijkstra,1,49,1.0,0.4375,336.0,356.0,22.0,336.0,0.0,484,29,18,21,17,0
313200,31x31,0.1,sparse0.10,2,DFS,1,67,1.3673469387755102,0.1019,94.0,111.0,18.0,94.0,0.0,484,29,18,21,17,0
313200,31x31,0.1,sparse0.10,2,JPS,0,0,,0.6514,100.0,,,100.0,0.0,484,29,18,21,17,0
313201,31x31,0.1,sparse0.10,0,A*,1,68,1.0,0.2827,186.0,198.0,14.0,186.0,0.0,491,1,1,29,29,1
313201,31x31,0.1,sparse0.10,0,Dijkstra,1,68,1.0,0.411,323.0,329.0,15.0,323.0,0.0,491,1,1,29,29,1
313201,31x31,0.1,sparse0.10,0,DFS,1,112,1.6470588235294117,0.2944,264.0,305.0,55.0,264.0,0.0,491,1,1,29,29,1
313201,31x31,0.1,sparse0.10,0,JPS,0,0,,0.6315,12.0,,,12.0,0.0,491,1,1,29,29,1
313201,31x31,0.1,sparse0.10,1,A*,1,22,1.0,0.1346,82.0,93.0,17.0,82.0,0.0,491,17,15,27,7,0
313201,31x31,0.1,sparse0.10,1,Dijkstra,1,22,1.0,0.2983,228.0,240.0,22.0,228.0,0.0,491,17,15,27,7,0
313201,31x31,0.1,sparse0.10,1,DFS,1,54,2.4545454545454546,0.0802,73.0,93.0,21.0,73.0,0.0,491,17,15,27,7,0
313201,31x31,0.1,sparse0.10,1,JPS,0,0,,0.1915,26.0,,,26.0,0.0,491,17,15,27,7,0
313201,31x31,0.1,sparse0.10,2,A*,1,42,1.0,0.2478,167.0,175.0,12.0,167.0,0.0,491,9,25,5,21,0
313201,31x31,0.1,sparse0.10,2,Dijkstra,1,42,1.0,0.4038,309.0,318.0,15.0,309.0,0.0,491,9,25,5,21,0
313201,31x31,0.1,sparse0.10,2,DFS,1,48,1.1428571428571428,0.455,434.0,448.0,50.0,434.0,0.0,491,9,25,5,21,0
313201,31x31,0.1,sparse0.10,2,JPS,0,0,,0.2298,11.0,,,11.0,0.0,491,9,25,5,21,0
313202,31x31,0.1,sparse0.10,0,A*,1,84,1.0,0.3319,220.0,233.0,14.0,220.0,0.0,495,1,1,29,29,1
313202,31x31,0.1,sparse0.10,0,Dijkstra,1,84,1.0,0.4784,385.0,394.0,16.0,385.0,0.0,495,1,1,29,29,1
313202,31x31,0.1,sparse0.10,0,DFS,1,94,1.119047619047619,0.1564,145.0,180.0,38.0,145.0,0.0,495,1,1,29,29,1
313202,31x31,0.1,sparse0.10,0,JPS,0,0,,0.3574,5.0,,,5.0,0.0,495,1,1,29,29,1
313202,31x31,0.1,sparse0.10,1,A*,1,70,1.0,0.4878,328.0,337.0,18.0,328.0,0.0,495,25,3,11,11,0
